order_number,discount_code,created_at,lineitem_name,athlete_name,product_name,is_game_jersey,has_jersey20,base_royalty,final_royalty,month_year,import_id
#1899,None,6/28/2025 9:57,Amarri Monroe | Jersey Style Performance Shorts - S,Amarri Monroe,Jersey Style Performance Shorts - S,FALSE,FALSE,5,5,2025-06,#1899_0_1762470585409
#1899,None,6/28/2025 9:57,Amarri Monroe | Jersey Style Stainless Steel Water Bottle,Amarri Monroe,Jersey Style Stainless Steel Water Bottle,FALSE,FALSE,5,5,2025-06,#1899_1_1762470585409
#1898,None,6/28/2025 9:16,Che Goddard | Jersey Style Premium Hoodie - 3XL,Che Goddard,Jersey Style Premium Hoodie - 3XL,FALSE,FALSE,5,5,2025-06,#1898_0_1762470585409
#1897,None,6/27/2025 14:33,Che Goddard | Game Day Jersey - XL,Che Goddard,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-06,#1897_0_1762470585409
#1896,None,6/23/2025 20:33,J’Anna Sweat | Jersey Style Crop Top - S,J’Anna Sweat,Jersey Style Crop Top - S,FALSE,FALSE,5,5,2025-06,#1896_0_1762470585409
#1895,None,6/22/2025 22:17,Joseph Montez | Game Day Jersey - XL,Joseph Montez,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-06,#1895_0_1762470585409
#1894,None,6/18/2025 12:10,Jersey test,Unknown,Jersey test,FALSE,FALSE,5,5,2025-06,#1894_0_1762470585409
#1893,None,6/17/2025 21:35,Terrell McGlown | Game Day Jersey - L,Terrell McGlown,Game Day Jersey - L,TRUE,FALSE,10,10,2025-06,#1893_0_1762470585409
#1892,None,6/17/2025 19:08,Jah’Likai King | Game Day Jersey - L,Jah’Likai King,Game Day Jersey - L,TRUE,FALSE,10,10,2025-06,#1892_0_1762470585409
#1892,None,6/17/2025 19:08,Jah’Likai King | Jersey Style Stainless Steel Water Bottle,Jah’Likai King,Jersey Style Stainless Steel Water Bottle,FALSE,FALSE,5,5,2025-06,#1892_1_1762470585409
#1891,None,6/17/2025 18:02,Charles Nelson | Jersey Style Mesh Shorts - S,Charles Nelson,Jersey Style Mesh Shorts - S,FALSE,FALSE,5,5,2025-06,#1891_0_1762470585409
#1890,None,6/17/2025 15:04,Flow TEST,Unknown,Flow TEST,FALSE,FALSE,5,5,2025-06,#1890_0_1762470585409
#1889,None,6/15/2025 23:14,Kantrel Smith | Game Day Jersey - XL,Kantrel Smith,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-06,#1889_0_1762470585409
#1888,None,6/14/2025 15:46,Joseph Montez | Game Day Jersey - 4XL,Joseph Montez,Game Day Jersey - 4XL,TRUE,FALSE,10,10,2025-06,#1888_0_1762470585409
#1887,None,6/11/2025 19:14,Malachi Keller | Jersey Style Crop Top - Black / S,Malachi Keller,Jersey Style Crop Top - Black / S,FALSE,FALSE,5,5,2025-06,#1887_0_1762470585409
#1887,None,6/11/2025 19:14,Malachi Keller | Jersey Style Crop Top - White / S,Malachi Keller,Jersey Style Crop Top - White / S,FALSE,FALSE,5,5,2025-06,#1887_1_1762470585409
#1886,None,6/11/2025 13:44,Amarri Monroe | Jersey Style Premium Hoodie - Black / M,Amarri Monroe,Jersey Style Premium Hoodie - Black / M,FALSE,FALSE,5,5,2025-06,#1886_0_1762470585409
#1886,None,6/11/2025 13:44,Amarri Monroe | Jersey Style Premium Hoodie - Black / 2XL,Amarri Monroe,Jersey Style Premium Hoodie - Black / 2XL,FALSE,FALSE,5,5,2025-06,#1886_1_1762470585409
#1885,None,6/10/2025 4:46,Jah’Likai King | Jersey Style Stainless Steel Water Bottle,Jah’Likai King,Jersey Style Stainless Steel Water Bottle,FALSE,FALSE,5,5,2025-06,#1885_0_1762470585409
#1884,JERSEY20,6/9/2025 22:34,Brynn Delatte | Game Day Jersey - M,Brynn Delatte,Game Day Jersey - M,TRUE,TRUE,10,0,2025-06,#1884_0_1762470585409
#1884,JERSEY20,6/9/2025 22:34,Brynn Delatte | Game Day Jersey - 3XL,Brynn Delatte,Game Day Jersey - 3XL,TRUE,TRUE,10,0,2025-06,#1884_1_1762470585409
#1884,JERSEY20,6/9/2025 22:34,Brynn Delatte | Game Day Jersey - L,Brynn Delatte,Game Day Jersey - L,TRUE,TRUE,10,0,2025-06,#1884_2_1762470585409
#1884,JERSEY20,6/9/2025 22:34,Brynn Delatte | Jersey Style Crop Top - Black / M,Brynn Delatte,Jersey Style Crop Top - Black / M,FALSE,TRUE,5,0,2025-06,#1884_3_1762470585409
#1883,None,6/7/2025 20:10,Dallasstar Johnson | Game Day Jersey - L,Dallasstar Johnson,Game Day Jersey - L,TRUE,FALSE,10,10,2025-06,#1883_0_1762470585409
#1882,None,6/6/2025 14:44,Kantrel Smith | Jersey Style Shirt - XL,Kantrel Smith,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-06,#1882_0_1762470585409
#1881,None,6/6/2025 13:25,Kantrel Smith | Jersey Style Shirt - M,Kantrel Smith,Jersey Style Shirt - M,FALSE,FALSE,5,5,2025-06,#1881_0_1762470585409
#1881,None,6/6/2025 13:25,Kantrel Smith | Jersey Style Shirt - XL,Kantrel Smith,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-06,#1881_1_1762470585409
#1881,None,6/6/2025 13:25,Kantrel Smith | Jersey Style Performance Shorts - XL,Kantrel Smith,Jersey Style Performance Shorts - XL,FALSE,FALSE,5,5,2025-06,#1881_2_1762470585409
#1880,None,6/4/2025 21:05,Jett Turner | Game Day Jersey - L,Jett Turner,Game Day Jersey - L,TRUE,FALSE,10,10,2025-06,#1880_0_1762470585409
#1879,DON100,6/3/2025 21:15,Josh Morpheus Basketball Jersey - 2XS,Unknown,Josh Morpheus Basketball Jersey - 2XS,FALSE,FALSE,5,5,2025-06,#1879_0_1762470585409
#1878,None,6/3/2025 17:38,Lexi Kilfoyl | Mental Embrace Embroidered Crewneck Sweatshirt - Carbon Grey / 3XL,Lexi Kilfoyl,Mental Embrace Embroidered Crewneck Sweatshirt - Carbon Grey / 3XL,FALSE,FALSE,5,5,2025-06,#1878_0_1762470585409
#1878,None,6/3/2025 17:38,Lexi Kilfoyl | Mindful Heart Embroidered Crewneck Sweatshirt - Team Royal / 3XL,Lexi Kilfoyl,Mindful Heart Embroidered Crewneck Sweatshirt - Team Royal / 3XL,FALSE,FALSE,5,5,2025-06,#1878_1_1762470585409
#1878,None,6/3/2025 17:38,Lexi Kilfoyl | Mindset Matters Crewneck Sweatshirt - Navy Blazer / 3XL,Lexi Kilfoyl,Mindset Matters Crewneck Sweatshirt - Navy Blazer / 3XL,FALSE,FALSE,5,5,2025-06,#1878_2_1762470585409
#1877,None,6/3/2025 12:50,Alexander Hamilton | Game Day Jersey - L,Alexander Hamilton,Game Day Jersey - L,TRUE,FALSE,10,10,2025-06,#1877_0_1762470585409
#1876,None,6/3/2025 7:53,Joseph Montez | Game Day Jersey - 2XL,Joseph Montez,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-06,#1876_0_1762470585409
#1876,None,6/3/2025 7:53,Joseph Montez | Game Day Jersey - XL,Joseph Montez,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-06,#1876_1_1762470585409
#1875,None,6/2/2025 21:29,Aryana Meadows | Game Day Jersey - XL,Aryana Meadows,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-06,#1875_0_1762470585409
#1874,None,6/2/2025 19:23,Aryana Meadows | Game Day Jersey - 2XL,Aryana Meadows,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-06,#1874_0_1762470585409
#1873,None,5/31/2025 8:05,Amarri Monroe | Game Day Jersey - 2XL,Amarri Monroe,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-05,#1873_0_1762470585409
#1872,None,5/31/2025 7:57,Jah’Likai King | Game Day Jersey - 2XL,Jah’Likai King,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-05,#1872_0_1762470585409
#1871,None,5/30/2025 10:28,Amarri Monroe | Jersey Style Shirt - M,Amarri Monroe,Jersey Style Shirt - M,FALSE,FALSE,5,5,2025-05,#1871_0_1762470585409
#1871,None,5/30/2025 10:28,Amarri Monroe | Jersey Style Dad Hat - White,Amarri Monroe,Jersey Style Dad Hat - White,FALSE,FALSE,5,5,2025-05,#1871_1_1762470585409
#1870,None,5/28/2025 18:24,Malachi Keller | Game Day Jersey - S,Malachi Keller,Game Day Jersey - S,TRUE,FALSE,10,10,2025-05,#1870_0_1762470585409
#1869,None,5/28/2025 14:24,Jah’Likai King | Jersey Style Performance Shorts - 2XL,Jah’Likai King,Jersey Style Performance Shorts - 2XL,FALSE,FALSE,5,5,2025-05,#1869_0_1762470585409
#1868,JERSEY20,5/27/2025 20:04,Eledy Torres | Jersey Style Crop Top - M,Eledy Torres,Jersey Style Crop Top - M,FALSE,TRUE,5,0,2025-05,#1868_0_1762470585409
#1867,None,5/27/2025 19:55,Jah’Likai King | Jersey Style Shirt - S,Jah’Likai King,Jersey Style Shirt - S,FALSE,FALSE,5,5,2025-05,#1867_0_1762470585409
#1867,None,5/27/2025 19:55,Jah’Likai King | Jersey Style Performance Shorts - XS,Jah’Likai King,Jersey Style Performance Shorts - XS,FALSE,FALSE,5,5,2025-05,#1867_1_1762470585409
#1866,None,5/24/2025 10:46,Dallasstar Johnson | Game Day Jersey - L,Dallasstar Johnson,Game Day Jersey - L,TRUE,FALSE,10,10,2025-05,#1866_0_1762470585409
#1865,None,5/24/2025 10:40,Dallasstar Johnson | Game Day Jersey - M,Dallasstar Johnson,Game Day Jersey - M,TRUE,FALSE,10,10,2025-05,#1865_0_1762470585409
#1864,None,5/23/2025 3:58,Adam Snipe | Jersey Style Shirt - Navy / L,Adam Snipe,Jersey Style Shirt - Navy / L,FALSE,FALSE,5,5,2025-05,#1864_0_1762470585409
#1863,None,5/22/2025 16:34,Amarri Monroe | Jersey Style Shirt - 2XL,Amarri Monroe,Jersey Style Shirt - 2XL,FALSE,FALSE,5,5,2025-05,#1863_0_1762470585409
#1862,None,5/22/2025 16:25,Jimmy Horn Jr. | Mural Hoodie - Forest Green / S,Jimmy Horn Jr.,Mural Hoodie - Forest Green / S,FALSE,FALSE,5,5,2025-05,#1862_0_1762470585409
#1861,None,5/21/2025 21:37,Vernon Price | Game Day Jersey - S,Vernon Price,Game Day Jersey - S,TRUE,FALSE,10,10,2025-05,#1861_0_1762470585409
#1860,BANDIT10,5/20/2025 9:20,Enzo Herrera | Team Herrera Staple Cotton Tee - Black / S,Enzo Herrera,Team Herrera Staple Cotton Tee - Black / S,FALSE,FALSE,5,5,2025-05,#1860_0_1762470585409
#1860,None,5/20/2025 9:20,Enzo Herrera | Team Herrera Staple Cotton Tee - Black / 2XL,Enzo Herrera,Team Herrera Staple Cotton Tee - Black / 2XL,FALSE,FALSE,5,5,2025-05,#1860_1_1762470585409
#1859,None,5/20/2025 7:58,Custom USF Baseball Fan Jersey,Unknown,Custom USF Baseball Fan Jersey,FALSE,FALSE,5,5,2025-05,#1859_0_1762470585409
#1858,None,5/18/2025 9:42,Enzo Herrera | The Bandit Heavy Cotton Tee - White / 2XL,Enzo Herrera,The Bandit Heavy Cotton Tee - White / 2XL,FALSE,FALSE,5,5,2025-05,#1858_0_1762470585409
#1857,None,5/13/2025 22:09,Kaylyn L’Elie | Jersey-Style Shirt - S,Kaylyn L’Elie,Jersey-Style Shirt - S,FALSE,FALSE,5,5,2025-05,#1857_0_1762470585409
#1856,None,5/10/2025 7:18,Enzo Herrera | Team Herrera Staple Cotton Tee - Black / L,Enzo Herrera,Team Herrera Staple Cotton Tee - Black / L,FALSE,FALSE,5,5,2025-05,#1856_0_1762470585409
#1855,None,5/9/2025 17:56,Alexander Hamilton | Game Day Jersey - XL,Alexander Hamilton,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-05,#1855_0_1762470585409
#1854,None,5/9/2025 11:28,Devin Paladino | Just a Kid From The 815 Classic Tee - Azalea / 2XL,Devin Paladino,Just a Kid From The 815 Classic Tee - Azalea / 2XL,FALSE,FALSE,5,5,2025-05,#1854_0_1762470585409
#1854,None,5/9/2025 11:28,Devin Paladino | Stand Up For Foster Kids Pullover Hoodie - Light Pink / 2XL,Devin Paladino,Stand Up For Foster Kids Pullover Hoodie - Light Pink / 2XL,FALSE,FALSE,5,5,2025-05,#1854_1_1762470585409
#1853,None,5/6/2025 22:04,Alexander Hamilton | Game Day Jersey - 2XL,Alexander Hamilton,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-05,#1853_0_1762470585409
#1852,None,5/3/2025 18:03,Brian Baham | Jersey-Style Shirt - S,Brian Baham,Jersey-Style Shirt - S,FALSE,FALSE,5,5,2025-05,#1852_0_1762470585409
#1852,None,5/3/2025 18:03,Brian Baham | Jersey-Style Shirt - XL,Brian Baham,Jersey-Style Shirt - XL,FALSE,FALSE,5,5,2025-05,#1852_1_1762470585409
#1851,JERSEY20,5/3/2025 11:10,Zion Bacon | Game Day Jersey - L,Zion Bacon,Game Day Jersey - L,TRUE,TRUE,10,0,2025-05,#1851_0_1762470585409
#1850,None,5/1/2025 11:42,Trench | Trucker Cap - Black / Charcoal / Green,Trench,Trucker Cap - Black / Charcoal / Green,FALSE,FALSE,5,5,2025-05,#1850_0_1762470585409
#1850,None,5/1/2025 11:42,Trench | Hold The Line Performance Shirt - Charcoal-Black Triblend / 2XL,Trench,Hold The Line Performance Shirt - Charcoal-Black Triblend / 2XL,FALSE,FALSE,5,5,2025-05,#1850_1_1762470585409
#1849,None,4/29/2025 15:04,Carson Gulker | Game Day Jersey - XL,Carson Gulker,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-04,#1849_0_1762470585409
#1848,JERSEY20,4/27/2025 21:10,ICONIC | Bucket Hat - Black,ICONIC,Bucket Hat - Black,FALSE,TRUE,5,0,2025-04,#1848_0_1762470585409
#1848,JERSEY20,4/27/2025 21:10,Kaylyn L’Elie | Jersey-Style Shirt - 3XL,Kaylyn L’Elie,Jersey-Style Shirt - 3XL,FALSE,TRUE,5,0,2025-04,#1848_1_1762470585409
#1847,None,4/25/2025 21:24,Devin Paladino | Just a Kid From The 815 Pullover Hoodie - Black / M,Devin Paladino,Just a Kid From The 815 Pullover Hoodie - Black / M,FALSE,FALSE,5,5,2025-04,#1847_0_1762470585409
#1846,None,4/24/2025 17:42,Devin Paladino | Stand Up For Foster Kids Classic Tee - Purple / L,Devin Paladino,Stand Up For Foster Kids Classic Tee - Purple / L,FALSE,FALSE,5,5,2025-04,#1846_0_1762470585409
#1845,None,4/23/2025 21:03,Bradke Lohry | Jersey-Style Women’s V-Neck T-Shirt - Solid Black Blend / M,Bradke Lohry,Jersey-Style Women’s V-Neck T-Shirt - Solid Black Blend / M,FALSE,FALSE,5,5,2025-04,#1845_0_1762470585409
#1845,None,4/23/2025 21:03,Bradke Lohry | Jersey-Style Dad Hat - White,Bradke Lohry,Jersey-Style Dad Hat - White,FALSE,FALSE,5,5,2025-04,#1845_1_1762470585409
#1844,None,4/23/2025 19:51,Brian Baham | Jersey-Style Shirt - M,Brian Baham,Jersey-Style Shirt - M,FALSE,FALSE,5,5,2025-04,#1844_0_1762470585409
#1843,None,4/23/2025 13:30,Bradke Lohry | Jersey-Style Dad Hat - White,Bradke Lohry,Jersey-Style Dad Hat - White,FALSE,FALSE,5,5,2025-04,#1843_0_1762470585409
#1843,None,4/23/2025 13:30,Bradke Lohry | Jersey-Style Shirt - Forest Green / M,Bradke Lohry,Jersey-Style Shirt - Forest Green / M,FALSE,FALSE,5,5,2025-04,#1843_1_1762470585409
#1843,None,4/23/2025 13:30,Bradke Lohry | Bulls Chalk Women’s V-Neck T-Shirt - Solid White Blend / XL,Bradke Lohry,Bulls Chalk Women’s V-Neck T-Shirt - Solid White Blend / XL,FALSE,FALSE,5,5,2025-04,#1843_2_1762470585409
#1843,None,4/23/2025 13:30,Bradke Lohry | Jersey-Style Youth Shirt - Black / M,Bradke Lohry,Jersey-Style Youth Shirt - Black / M,FALSE,FALSE,5,5,2025-04,#1843_3_1762470585409
#1842,None,4/23/2025 10:54,Mike Brown | Game Day Jersey - M,Mike Brown,Game Day Jersey - M,TRUE,FALSE,10,10,2025-04,#1842_0_1762470585409
#1842,None,4/23/2025 10:54,Mike Brown | Jersey-Style Shirt - M,Mike Brown,Jersey-Style Shirt - M,FALSE,FALSE,5,5,2025-04,#1842_1_1762470585409
#1841,None,4/20/2025 22:00,Devin Paladino | Just a Kid From The 815 Classic Tee - Black / L,Devin Paladino,Just a Kid From The 815 Classic Tee - Black / L,FALSE,FALSE,5,5,2025-04,#1841_0_1762470585409
#1840,None,4/18/2025 22:16,Torrance Lattimore | Game Day Jersey - XL,Torrance Lattimore,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-04,#1840_0_1762470585409
#1839,None,4/18/2025 7:02,TBHC Monthly Training Membership SALES TAX INCLUDED,Unknown,TBHC Monthly Training Membership SALES TAX INCLUDED,FALSE,FALSE,5,5,2025-04,#1839_0_1762470585409
#1838,None,4/17/2025 19:20,Antonio Mendez | Game Day Jersey - XL,Antonio Mendez,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-04,#1838_0_1762470585409
#1837,None,4/17/2025 14:15,Brady Rose | Game Day Jersey - XS,Brady Rose,Game Day Jersey - XS,TRUE,FALSE,10,10,2025-04,#1837_0_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Jersey-Style Shirt - M,Campbell Holt,Jersey-Style Shirt - M,FALSE,FALSE,5,5,2025-04,#1836_0_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Reversible bucket hat - S/M,Campbell Holt,Reversible bucket hat - S/M,FALSE,FALSE,5,5,2025-04,#1836_1_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Reversible bucket hat - L/XL,Campbell Holt,Reversible bucket hat - L/XL,FALSE,FALSE,5,5,2025-04,#1836_2_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Game Day Jersey - M,Campbell Holt,Game Day Jersey - M,TRUE,FALSE,10,10,2025-04,#1836_3_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Game Day Jersey - L,Campbell Holt,Game Day Jersey - L,TRUE,FALSE,10,10,2025-04,#1836_4_1762470585409
#1836,None,4/16/2025 10:49,Campbell Holt | Jersey-Style Shirt - L,Campbell Holt,Jersey-Style Shirt - L,FALSE,FALSE,5,5,2025-04,#1836_5_1762470585409
#1835,None,4/16/2025 9:21,Devin Paladino | Just a Kid From The 815 Classic Tee - Azalea / L,Devin Paladino,Just a Kid From The 815 Classic Tee - Azalea / L,FALSE,FALSE,5,5,2025-04,#1835_0_1762470585409
#1834,None,4/14/2025 22:45,Donovan Brown-Boyd | Game Day Jersey - L,Donovan Brown-Boyd,Game Day Jersey - L,TRUE,FALSE,10,10,2025-04,#1834_0_1762470585409
#1833,None,4/14/2025 19:41,Campbell Holt | Game Day Jersey - XL,Campbell Holt,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-04,#1833_0_1762470585409
#1832,None,4/14/2025 18:11,Mike Brown | Jersey-Style Shirt - XL,Mike Brown,Jersey-Style Shirt - XL,FALSE,FALSE,5,5,2025-04,#1832_0_1762470585409
#1832,None,4/14/2025 18:11,Mike Brown | Jersey-Style Shirt - M,Mike Brown,Jersey-Style Shirt - M,FALSE,FALSE,5,5,2025-04,#1832_1_1762470585409
#1831,None,4/14/2025 14:07,Custom Jersey - mczr_price_60_98,Unknown,Custom Jersey - mczr_price_60_98,FALSE,FALSE,5,5,2025-04,#1831_0_1762470585409
#1830,None,4/13/2025 21:22,Brian Baham | Jersey Style Women’s High-Waisted Tee - L,Brian Baham,Jersey Style Women’s High-Waisted Tee - L,FALSE,FALSE,5,5,2025-04,#1830_0_1762470585409
#1830,None,4/13/2025 21:22,Brian Baham | Jersey-Style Shirt - L,Brian Baham,Jersey-Style Shirt - L,FALSE,FALSE,5,5,2025-04,#1830_1_1762470585409
#1829,None,4/13/2025 15:27,Bradke Lohry | Game Day Jersey - XS / White,Bradke Lohry,Game Day Jersey - XS / White,TRUE,FALSE,10,10,2025-04,#1829_0_1762470585409
#1829,None,4/13/2025 15:27,Bradke Lohry | Jersey-Style Dad Hat - Dark Grey,Bradke Lohry,Jersey-Style Dad Hat - Dark Grey,FALSE,FALSE,5,5,2025-04,#1829_1_1762470585409
#1829,None,4/13/2025 15:27,Bradke Lohry | Bulls Front Crop Top - Black / M,Bradke Lohry,Bulls Front Crop Top - Black / M,FALSE,FALSE,5,5,2025-04,#1829_2_1762470585409
#1829,None,4/13/2025 15:27,Bradke Lohry | Black & White Jersey-Style Crop Top - Black / XL,Bradke Lohry,Black & White Jersey-Style Crop Top - Black / XL,FALSE,FALSE,5,5,2025-04,#1829_3_1762470585409
#1829,None,4/13/2025 15:27,Bradke Lohry | Bulls Chalk Women’s High-Waisted Tee - White / XL,Bradke Lohry,Bulls Chalk Women’s High-Waisted Tee - White / XL,FALSE,FALSE,5,5,2025-04,#1829_4_1762470585409
#1828,None,4/13/2025 10:56,Dj Mendez | Game Day Jersey - 4XL,Dj Mendez,Game Day Jersey - 4XL,TRUE,FALSE,10,10,2025-04,#1828_0_1762470585409
#1827,None,4/12/2025 22:20,Brian Baham | Jersey-Style Shirt - 4XL,Brian Baham,Jersey-Style Shirt - 4XL,FALSE,FALSE,5,5,2025-04,#1827_0_1762470585409
#1826,JERSEY20,4/11/2025 20:51,Antonio Mendez | Jersey Style Crop Top - M,Antonio Mendez,Jersey Style Crop Top - M,FALSE,TRUE,5,0,2025-04,#1826_0_1762470585409
#1826,JERSEY20,4/11/2025 20:51,Antonio Mendez | Game Day Jersey - M,Antonio Mendez,Game Day Jersey - M,TRUE,TRUE,10,0,2025-04,#1826_1_1762470585409
#1825,None,4/11/2025 6:52,Bradke Lohry | Jersey-Style Dad Hat - Dark Grey,Bradke Lohry,Jersey-Style Dad Hat - Dark Grey,FALSE,FALSE,5,5,2025-04,#1825_0_1762470585409
#1824,None,4/11/2025 6:49,Bradke Lohry | Jersey-Style Dad Hat - Black,Bradke Lohry,Jersey-Style Dad Hat - Black,FALSE,FALSE,5,5,2025-04,#1824_0_1762470585409
#1823,None,4/10/2025 22:40,Bradke Lohry | Jersey-Style Youth Shirt - White / XL,Bradke Lohry,Jersey-Style Youth Shirt - White / XL,FALSE,FALSE,5,5,2025-04,#1823_0_1762470585409
#1823,None,4/10/2025 22:40,Bradke Lohry | Jersey-Style Shirt - White / M,Bradke Lohry,Jersey-Style Shirt - White / M,FALSE,FALSE,5,5,2025-04,#1823_1_1762470585409
#1822,None,4/10/2025 14:58,Bradke Lohry | Jersey-Style Shirt - Black / XL,Bradke Lohry,Jersey-Style Shirt - Black / XL,FALSE,FALSE,5,5,2025-04,#1822_0_1762470585409
#1821,None,4/10/2025 14:42,Bradke Lohry | Game Day Jersey - XL / USF Green,Bradke Lohry,Game Day Jersey - XL / USF Green,TRUE,FALSE,10,10,2025-04,#1821_0_1762470585409
#1820,None,4/8/2025 19:17,Devin Paladino | Stand Up For Foster Kids Classic Tee - Royal / L,Devin Paladino,Stand Up For Foster Kids Classic Tee - Royal / L,FALSE,FALSE,5,5,2025-04,#1820_0_1762470585409
#1820,None,4/8/2025 19:17,Devin Paladino | Write Your Own Story Classic Tee - White / L,Devin Paladino,Write Your Own Story Classic Tee - White / L,FALSE,FALSE,5,5,2025-04,#1820_1_1762470585409
#1819,None,4/7/2025 23:51,Kaylyn L’Elie | Jersey-Style Shirt - M,Kaylyn L’Elie,Jersey-Style Shirt - M,FALSE,FALSE,5,5,2025-04,#1819_0_1762470585409
#1818,None,4/7/2025 20:49,Kaylyn L’Elie | Jersey-Style Shirt - L,Kaylyn L’Elie,Jersey-Style Shirt - L,FALSE,FALSE,5,5,2025-04,#1818_0_1762470585409
#1817,None,4/7/2025 20:37,Kaylyn L’Elie | Jersey Style Crop Top - S,Kaylyn L’Elie,Jersey Style Crop Top - S,FALSE,FALSE,5,5,2025-04,#1817_0_1762470585409
#1817,None,4/7/2025 20:37,Kaylyn L’Elie | Game Day Jersey - XS,Kaylyn L’Elie,Game Day Jersey - XS,TRUE,FALSE,10,10,2025-04,#1817_1_1762470585409
#1816,None,4/7/2025 20:36,Kaylyn L’Elie | Jersey-Style Shirt - XL,Kaylyn L’Elie,Jersey-Style Shirt - XL,FALSE,FALSE,5,5,2025-04,#1816_0_1762470585409
#1816,None,4/7/2025 20:36,Kaylyn L’Elie | Game Day Jersey - XL,Kaylyn L’Elie,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-04,#1816_1_1762470585409
#1815,None,4/7/2025 19:41,Kaylyn L’Elie | Game Day Jersey - M,Kaylyn L’Elie,Game Day Jersey - M,TRUE,FALSE,10,10,2025-04,#1815_0_1762470585409
#1814,None,4/5/2025 9:11,Trench | Staple Tank - Black / L,Trench,Staple Tank - Black / L,FALSE,FALSE,5,5,2025-04,#1814_0_1762470585409
#1814,None,4/5/2025 9:11,Trench | Staple Tank - White / L,Trench,Staple Tank - White / L,FALSE,FALSE,5,5,2025-04,#1814_1_1762470585409
#1814,None,4/5/2025 9:11,Trench | Mesh Shorts - L,Trench,Mesh Shorts - L,FALSE,FALSE,5,5,2025-04,#1814_2_1762470585409
#1814,None,4/5/2025 9:11,Trench | Mesh Shorts - L,Trench,Mesh Shorts - L,FALSE,FALSE,5,5,2025-04,#1814_3_1762470585409
#1813,None,4/2/2025 18:13,Landon Jones | Jersey-Style Shirt - 2XL,Landon Jones,Jersey-Style Shirt - 2XL,FALSE,FALSE,5,5,2025-04,#1813_0_1762470585409
#1812,None,4/1/2025 23:22,Devin Paladino | Just a Kid From The 815 Pullover Hoodie - Light Pink / S,Devin Paladino,Just a Kid From The 815 Pullover Hoodie - Light Pink / S,FALSE,FALSE,5,5,2025-04,#1812_0_1762470585409
#1812,None,4/1/2025 23:22,Devin Paladino | Stand Up For Foster Kids Pullover Hoodie - Black / S,Devin Paladino,Stand Up For Foster Kids Pullover Hoodie - Black / S,FALSE,FALSE,5,5,2025-04,#1812_1_1762470585409
#1811,None,3/30/2025 19:48,Erick Cade | Game Day Jersey - 2XL,Erick Cade,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-03,#1811_0_1762470585409
#1811,None,3/30/2025 19:48,Erick Cade | Game Day Jersey - 3XL,Erick Cade,Game Day Jersey - 3XL,TRUE,FALSE,10,10,2025-03,#1811_1_1762470585409
#1810,None,3/22/2025 14:44,Dj Mendez | Game Day Jersey - M,Dj Mendez,Game Day Jersey - M,TRUE,FALSE,10,10,2025-03,#1810_0_1762470585409
#1809,None,3/21/2025 17:06,TBHC Monthly Training Membership SALES TAX INCLUDED,Unknown,TBHC Monthly Training Membership SALES TAX INCLUDED,FALSE,FALSE,5,5,2025-03,#1809_0_1762470585409
#1808,None,3/18/2025 18:08,Devin Paladino | Stand Up For Foster Kids Pullover Hoodie - Red / XL,Devin Paladino,Stand Up For Foster Kids Pullover Hoodie - Red / XL,FALSE,FALSE,5,5,2025-03,#1808_0_1762470585409
#1807,None,3/16/2025 22:58,Dj Mendez | Jersey-Style Shirt - 2XL,Dj Mendez,Jersey-Style Shirt - 2XL,FALSE,FALSE,5,5,2025-03,#1807_0_1762470585409
#1807,None,3/16/2025 22:58,Dj Mendez | Game Day Jersey - XL,Dj Mendez,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-03,#1807_1_1762470585409
#1806,None,3/15/2025 2:14,Tyler Knaak | Mural Crewneck Sweatshirt - Carbon Grey / M,Tyler Knaak,Mural Crewneck Sweatshirt - Carbon Grey / M,FALSE,FALSE,5,5,2025-03,#1806_0_1762470585409
